numerical__income,numerical__name_email_similarity,numerical__prev_address_months_count,numerical__current_address_months_count,numerical__customer_age,numerical__days_since_request,numerical__intended_balcon_amount,numerical__zip_count_4w,numerical__velocity_6h,numerical__velocity_24h,numerical__velocity_4w,numerical__bank_branch_count_8w,numerical__date_of_birth_distinct_emails_4w,numerical__credit_risk_score,numerical__email_is_free,numerical__phone_home_valid,numerical__phone_mobile_valid,numerical__bank_months_count,numerical__has_other_cards,numerical__proposed_credit_limit,numerical__foreign_request,numerical__session_length_in_minutes,numerical__keep_alive_session,numerical__device_distinct_emails_8w,numerical__month,categorical__payment_type_AA,categorical__payment_type_AB,categorical__payment_type_AC,categorical__payment_type_AD,categorical__payment_type_AE,categorical__employment_status_CA,categorical__employment_status_CB,categorical__employment_status_CC,categorical__employment_status_CD,categorical__employment_status_CE,categorical__employment_status_CF,categorical__employment_status_CG,categorical__housing_status_BA,categorical__housing_status_BB,categorical__housing_status_BC,categorical__housing_status_BD,categorical__housing_status_BE,categorical__housing_status_BF,categorical__housing_status_BG,categorical__source_INTERNET,categorical__source_TELEAPP,categorical__device_os_linux,categorical__device_os_macintosh,categorical__device_os_other,categorical__device_os_windows,categorical__device_os_x11
0.625,0.7872052,0.0,0.22588235,0.625,0.00021828541,0.07795706,0.12737852,0.24880059,0.16472782,0.0689739,0.0,0.055555556,0.61859584,0.0,0.0,1.0,0.0,1.0,0.005235602,0.0,0.058418345,1.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.22415712,0.0,0.28,0.375,0.00034338157,0.07504764,0.16166064,0.30414543,0.53521436,0.36121345,0.7438087,0.083333336,0.4914611,0.0,1.0,1.0,0.1875,0.0,0.16230367,0.0,0.27791375,0.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7748293,0.61580384,0.009411764,0.25,0.10261862,0.07909004,0.46894166,0.23898587,0.404083,0.60155845,0.020068318,0.19444445,0.71537,0.0,0.0,1.0,0.0625,0.0,0.89528793,0.0,0.15491286,0.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.07577287,0.0,0.16470589,0.375,2.6379257e-05,0.07515265,0.17188238,0.12148216,0.2729279,0.32402822,0.00042698547,0.25,0.5199241,1.0,0.0,1.0,0.0625,0.0,0.005235602,1.0,0.040949754,1.0,0.6666667,0.85714287,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.46322298,0.0,0.1882353,0.25,1.0418375e-05,0.07348944,0.15647115,0.17259227,0.09180652,0.04655515,0.00042698547,0.2777778,0.5142315,1.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.060260527,0.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.125,0.7328284,0.0,0.15529412,0.5,0.00023204663,0.07814108,0.30099073,0.35214704,0.24958138,0.5785304,0.0,0.22222222,0.4857685,1.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.10010225,1.0,0.6666667,0.2857143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.46147236,0.13623978,0.018823529,0.125,0.000253317,0.07950745,0.2012895,0.11974247,0.5731189,0.9592536,0.0029888984,0.41666666,0.64895636,0.0,1.0,1.0,0.8125,0.0,0.16230367,0.0,0.05028889,1.0,0.6666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.16220489,0.0,0.19529411,0.625,0.00051764183,0.080236875,0.13382608,0.320261,0.26749474,0.3622582,0.005977797,0.16666667,0.59013283,1.0,1.0,1.0,0.84375,0.0,0.16230367,0.0,0.031808943,1.0,0.6666667,0.71428573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.75,0.1623822,0.0,0.10352941,0.125,0.00036138587,0.08148263,0.22928134,0.6073206,0.76176614,0.633951,0.8061486,0.5,0.5142315,1.0,0.0,0.0,0.96875,0.0,0.005235602,0.0,0.043042246,1.0,0.6666667,0.2857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.2545482,0.0,0.42117646,0.125,0.00037332583,0.33530706,0.4241233,0.58144957,0.3905004,0.59093237,0.0025619129,0.8611111,0.6451613,0.0,0.0,1.0,0.90625,1.0,0.16230367,0.0,0.53678876,0.0,0.6666667,0.2857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.65239775,0.0,0.20941177,0.125,2.3887316e-05,0.08258325,0.13587043,0.26834324,0.45116267,0.3448455,0.00042698547,0.22222222,0.64326376,1.0,0.0,1.0,0.0,0.0,0.947644,0.0,0.065543436,0.0,0.6666667,0.71428573,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.75,0.6485609,0.0,0.13411765,0.25,0.00030114254,0.37089124,0.13933009,0.5651181,0.45673522,0.5472542,0.108881295,0.5833333,0.3776091,1.0,0.0,1.0,0.1875,1.0,0.005235602,0.0,0.34560832,0.0,0.6666667,0.2857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.75,0.6097792,0.0,0.4282353,0.5,0.00018405795,0.08255749,0.09341092,0.13072994,0.41890198,0.6846134,0.0017079419,0.11111111,0.7267552,0.0,0.0,1.0,0.375,0.0,0.68586385,0.0,0.06273379,0.0,0.6666667,0.2857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.5273368,0.0,0.84,0.625,0.0002552019,0.07882234,0.10960843,0.5297882,0.52012897,0.77514136,0.0,0.055555556,0.9487666,1.0,1.0,1.0,0.1875,0.0,0.68586385,0.0,0.08256004,0.0,0.6666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.15992604,0.0,0.8517647,0.75,0.00041941617,0.07485227,0.20883787,0.30531177,0.6613829,0.47156757,0.3168232,0.22222222,0.44781783,0.0,1.0,1.0,0.96875,1.0,0.005235602,0.0,0.12482753,0.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.1471388,0.0,0.14588235,0.5,0.000231384,0.08436085,0.16968077,0.08003119,0.7306291,0.51176614,0.0068317675,0.11111111,0.5332068,1.0,0.0,1.0,0.0625,0.0,0.005235602,0.0,0.09252062,0.0,0.6666667,0.42857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.875,0.80425966,0.089918256,0.27058825,0.5,4.488036e-05,0.07682813,0.44566756,0.44108513,0.55076283,0.3479255,0.00085397094,0.083333336,0.82542694,0.0,0.0,1.0,0.375,0.0,0.68586385,0.0,0.30804554,1.0,0.6666667,0.71428573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.375,0.337476,0.0,0.19058824,0.375,0.000160203,0.07420027,0.2910835,0.4483966,0.44098744,0.8941351,0.00042698547,0.083333336,0.44022772,1.0,1.0,1.0,0.0,0.0,0.005235602,0.0,0.11777713,0.0,0.6666667,0.71428573,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.125,0.63508654,0.09536785,0.028235294,0.125,0.0004952325,0.08107206,0.09639881,0.51411855,0.5830951,0.570895,0.0029888984,0.30555555,0.38140416,1.0,0.0,1.0,0.9375,0.0,0.005235602,0.0,0.19826873,1.0,0.6666667,0.42857143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.13008146,0.0,0.13176471,0.25,0.017167764,0.07981718,0.4263249,0.38523808,0.41475785,0.63673335,0.0,0.44444445,0.62618595,1.0,0.0,1.0,0.0,0.0,0.68586385,0.0,0.12938721,1.0,0.6666667,0.2857143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.375,0.22032045,0.0,0.3764706,0.5,6.3133775e-05,0.23792434,0.21874508,0.7312183,0.6253758,0.6930543,0.0076857386,0.11111111,0.4686907,0.0,1.0,1.0,0.875,0.0,0.68586385,0.0,0.108131155,1.0,0.6666667,0.14285715,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.125,0.1621229,0.0,0.80470586,0.125,0.90754,0.07748062,0.3649945,0.32949305,0.25093713,0.33434895,0.0,0.2777778,0.39848197,0.0,1.0,1.0,0.0,0.0,0.005235602,0.0,0.10918792,0.0,0.6666667,0.71428573,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.79442316,0.0,0.19764706,0.5,0.00042449633,0.07587908,0.2075798,0.39715216,0.42408326,0.51910406,0.00042698547,0.027777778,0.7381404,1.0,0.0,1.0,0.0,0.0,0.68586385,0.0,0.080948144,0.0,0.6666667,0.5714286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.87636304,0.0,0.11058824,0.25,0.00038248286,0.07658161,0.10410442,0.43426475,0.61989117,0.066681914,0.008112724,0.22222222,0.40227705,1.0,0.0,1.0,0.0625,0.0,0.005235602,0.0,0.27984437,0.0,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.725503,0.0,0.59294116,0.5,0.000103578,0.07893306,0.19987419,0.33085874,0.3508439,0.05594299,0.00042698547,0.22222222,0.60341555,1.0,1.0,1.0,0.0,0.0,0.89528793,0.0,0.028920084,0.0,0.6666667,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.52500683,0.0,0.09882353,0.5,2.170954e-05,0.07897769,0.110394716,0.7374931,0.7851138,0.6612686,0.020495303,0.11111111,0.39089185,0.0,0.0,1.0,0.1875,0.0,0.005235602,0.0,0.09400552,1.0,0.6666667,0.2857143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.14819689,0.0,0.44235295,0.5,0.0001669935,0.0809911,0.19830161,0.5588721,0.65245175,0.49297664,0.0034158838,0.16666667,0.60721064,1.0,1.0,0.0,1.0,0.0,0.42408377,0.0,0.08797076,0.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5170333,0.0,0.34823528,0.125,0.07530765,0.51080716,0.20412014,0.12259624,0.52326393,0.6713044,0.0017079419,0.1388889,0.66413665,0.0,0.0,1.0,0.84375,0.0,0.16230367,0.0,0.19605735,1.0,0.6666667,0.2857143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.875,0.5324856,0.0,0.24470589,0.625,0.00044037,0.079978034,0.1725114,0.08784191,0.18081455,0.059572328,0.00042698547,0.055555556,0.62998104,0.0,1.0,0.0,0.0,0.0,0.16230367,0.0,0.49894115,1.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.3247313,0.0,0.2682353,0.375,0.00023945299,0.15373982,0.3055512,0.41464746,0.24554682,0.34599423,0.00042698547,0.30555555,0.4060721,0.0,0.0,1.0,0.84375,0.0,0.005235602,0.0,0.52594364,0.0,0.6666667,0.85714287,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.09687927,0.0,0.88,0.375,0.047606375,0.08202832,0.2855795,0.5591997,0.5089258,0.66113734,0.0,0.25,0.7988615,0.0,1.0,0.0,0.0,0.0,0.68586385,0.0,0.09011083,0.0,0.6666667,0.14285715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.625,0.87135184,0.073569484,0.03529412,0.125,2.5845216e-05,0.07372389,0.5466268,0.37313712,0.56109494,0.9269332,0.0046968404,0.5,0.7134725,0.0,0.0,1.0,0.84375,0.0,0.68586385,0.0,0.06296143,1.0,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.77877724,0.0,0.12,0.25,5.584309e-05,0.07669798,0.8403837,0.3340926,0.55903834,0.34683445,0.00042698547,0.19444445,0.5597723,1.0,1.0,1.0,0.0,1.0,0.42408377,0.0,0.03490892,1.0,0.6666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.07544504,0.0,0.14588235,0.5,0.00020759334,0.0767941,0.17534204,0.5274168,0.5990937,0.6245282,0.27754056,0.055555556,0.7798861,0.0,0.0,1.0,0.90625,0.0,0.16230367,0.0,0.032020055,1.0,0.6666667,0.14285715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.625,0.3580879,0.13896458,0.04,0.25,0.0003122754,0.076431714,0.18383394,0.22883663,0.298011,0.5242386,0.0,0.3611111,0.5009488,1.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.08040958,1.0,0.6666667,0.42857143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.1507104,0.0,0.12705882,0.125,9.394297e-05,0.07557558,0.073281966,0.081709385,0.33095765,0.34374636,0.33731854,0.5,0.7647059,1.0,0.0,1.0,0.0625,0.0,0.42408377,0.0,0.21134958,1.0,0.6666667,0.71428573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75,0.3423764,0.035422344,0.014117647,0.25,0.03555063,0.07882722,0.13775751,0.6110657,0.43574312,0.63964933,0.0,0.2777778,0.54648954,1.0,0.0,1.0,0.0,1.0,0.005235602,0.0,0.064975426,0.0,0.6666667,0.14285715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.09132369,0.0,0.1835294,0.375,0.00022697603,0.0756253,0.19421293,0.23334038,0.5139146,0.45329508,0.0046968404,0.083333336,0.87286526,1.0,0.0,1.0,0.0625,0.0,0.68586385,0.0,0.055733282,0.0,0.6666667,0.42857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.875,0.64252055,0.0,0.6447059,0.625,5.763297e-05,0.074801706,0.18556377,0.48533538,0.58971596,0.95380163,0.0025619129,0.1388889,0.6622391,0.0,0.0,1.0,0.0625,1.0,0.68586385,0.0,0.2800116,0.0,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.875,0.81220305,0.0,0.24470589,0.75,7.029595e-05,0.07906441,0.17581381,0.61436814,0.5106681,0.48250934,0.00042698547,0.055555556,0.59013283,0.0,0.0,1.0,1.0,0.0,0.16230367,0.0,0.080076426,0.0,0.6666667,0.71428573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.460586,0.0,0.16470589,0.25,1.3280002e-05,0.08091463,0.7855009,0.2820251,0.36111814,0.5551637,0.00042698547,0.33333334,0.35673624,1.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.0782129,1.0,0.6666667,0.2857143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.875,0.5870198,0.0,0.5035294,0.5,0.00011737215,0.08056372,0.42050636,0.27423063,0.38572624,0.50933176,0.008112724,0.1388889,0.66034156,1.0,1.0,1.0,0.90625,0.0,0.42408377,0.0,0.0768018,1.0,0.6666667,0.42857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.375,0.09317254,0.0,0.2564706,0.625,3.397433e-05,0.2788401,0.22141846,0.27341583,0.30674908,0.15092102,0.0051238257,0.33333334,0.5047438,1.0,1.0,1.0,0.90625,0.0,0.42408377,0.0,0.05853446,0.0,0.6666667,0.85714287,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
